DBN,Major N,Oth N,NoCrim N,Prop N,Vio N,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Latitude,Longitude,SATmath,SATall
10X433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.870293,-73.898309,371.0,368.6666666666667
10X442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.870293,-73.898309,420.0,423.3333333333333
10X243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,406.0,386.0
10X374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,401.0,393.3333333333333
10X438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,385.0,373.0
10X437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,350.0,359.0
10X439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,364.0,360.6666666666667
10X434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.860043,-73.888267,418.0,407.3333333333333
10X440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.882178,-73.88691,426.0,418.3333333333333
10X445,0.0,2.0,5.0,1.0,0.0,2.13,9.06,14.5,6.06,3.56,40.877590000000005,-73.89104,688.0,656.3333333333334
10X445,0.0,3.0,11.0,2.0,0.0,1.57,7.21,14.07,5.14,2.57,40.877590000000005,-73.89104,688.0,656.3333333333334
10X445,0.0,2.0,7.0,1.0,0.0,1.13,8.47,15.33,3.8,3.07,40.877590000000005,-73.89104,688.0,656.3333333333334
08X540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,400.0,378.0
08X305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,361.0,346.0
08X312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,402.0,388.0
08X295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,390.0,400.0
08X452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,371.0,368.3333333333333
08X377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82229,-73.856167,369.0,370.6666666666667
11X455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.874091,-73.833904,397.0,383.6666666666667
11X249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.874091,-73.833904,381.0,377.6666666666667
09X505,2.0,4.0,1.0,2.0,2.0,0.52,1.71,2.49,1.16,0.75,40.827607,-73.918681,418.0,408.0
09X505,1.0,4.0,7.0,3.0,0.0,0.46,1.65,2.77,1.17,0.75,40.827607,-73.918681,418.0,408.0
09X505,0.0,3.0,8.0,1.0,1.0,0.38,1.71,2.38,0.98,0.82,40.827607,-73.918681,418.0,408.0
09X231,0.0,2.0,3.0,1.0,0.0,0.33,1.32,1.76,0.83,0.59,40.844958,-73.89705,387.0,378.0
09X231,1.0,8.0,7.0,2.0,4.0,0.31,1.12,1.82,0.79,0.51,40.844958,-73.89705,387.0,378.0
09X231,2.0,3.0,4.0,0.0,3.0,0.28,1.11,1.74,0.75,0.53,40.844958,-73.89705,387.0,378.0
07X495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.81825,-73.91103000000001,394.0,400.3333333333333
07X473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.81825,-73.91103000000001,375.0,365.6666666666667
10X477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,435.0,421.0
10X475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,362.0,350.6666666666667
10X397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,356.0,343.0
10X546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,362.0,354.6666666666667
10X284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,395.0,394.0
10X213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.877105,-73.912256,412.0,383.3333333333333
07X600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.818232,-73.91986700000001,400.0,386.0
08X650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.821675,-73.90354599999999,359.0,370.6666666666667
07X655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.810803,-73.907015,416.0,394.6666666666667
10X667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.855698,-73.882715,356.0,341.0
10X660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.855698,-73.882715,382.0,366.6666666666667
07X548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.822309999999995,-73.923829,411.0,393.6666666666667
07X547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.822309999999995,-73.923829,356.0,361.3333333333333
07X527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.822309999999995,-73.923829,378.0,367.6666666666667
11X418,0.0,7.0,5.0,2.0,4.0,0.33,1.32,1.76,0.83,0.59,40.851405,-73.865036,433.0,422.6666666666667
11X418,0.0,11.0,7.0,8.0,2.0,0.27,1.11,1.38,0.8,0.48,40.851405,-73.865036,433.0,422.6666666666667
11X418,0.0,3.0,1.0,1.0,2.0,0.27,0.9,1.67,0.63,0.44,40.851405,-73.865036,433.0,422.6666666666667
09X525,1.0,10.0,6.0,2.0,6.0,0.33,1.32,1.76,0.83,0.59,40.843588000000004,-73.90323599999999,394.0,388.6666666666667
09X525,0.0,4.0,11.0,1.0,2.0,0.31,1.12,1.82,0.79,0.51,40.843588000000004,-73.90323599999999,394.0,388.6666666666667
09X525,1.0,5.0,9.0,3.0,2.0,0.28,1.11,1.74,0.75,0.53,40.843588000000004,-73.90323599999999,394.0,388.6666666666667
12X682,0.0,1.0,3.0,1.0,0.0,0.35,1.06,1.09,0.73,0.5,40.830870000000004,-73.88626,346.0,343.0
12X682,2.0,2.0,1.0,2.0,2.0,0.27,1.11,1.38,0.8,0.48,40.830870000000004,-73.88626,346.0,343.0
12X682,1.0,1.0,8.0,1.0,1.0,0.27,0.9,1.67,0.63,0.44,40.830870000000004,-73.88626,346.0,343.0
12X684,4.0,10.0,16.0,3.0,5.0,0.33,1.32,1.76,0.83,0.59,40.841794,-73.875366,374.0,371.3333333333333
12X684,0.0,6.0,17.0,4.0,1.0,0.31,1.12,1.82,0.79,0.51,40.841794,-73.875366,374.0,371.3333333333333
12X684,0.0,5.0,16.0,3.0,2.0,0.27,0.9,1.67,0.63,0.44,40.841794,-73.875366,374.0,371.3333333333333
07X670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.815938,-73.930386,368.0,365.0
07X427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.815938,-73.930386,359.0,359.0
10X696,0.0,0.0,0.0,0.0,0.0,0.35,1.06,1.09,0.73,0.5,40.873938,-73.895382,648.0,640.0
10X696,0.0,0.0,0.0,0.0,0.0,0.27,1.11,1.38,0.8,0.48,40.873938,-73.895382,648.0,640.0
10X696,0.0,0.0,0.0,0.0,0.0,0.27,0.9,1.67,0.63,0.44,40.873938,-73.895382,648.0,640.0
07X321,0.0,0.0,0.0,0.0,0.0,0.43,1.03,1.23,0.99,0.41,40.816532,-73.91174699999999,364.0,375.0
07X321,0.0,0.0,0.0,0.0,0.0,0.36,0.76,1.17,0.64,0.37,40.816532,-73.91174699999999,364.0,375.0
07X321,3.0,3.0,2.0,3.0,3.0,0.24,0.71,1.71,0.51,0.32,40.816532,-73.91174699999999,364.0,375.0
09X263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.839244,-73.90131600000001,363.0,358.3333333333333
09X241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.839244,-73.90131600000001,464.0,430.0
09X252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.839244,-73.90131600000001,367.0,364.0
08X519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.821146,-73.881479,370.0,366.3333333333333
12X271,0.0,7.0,7.0,1.0,5.0,0.33,1.32,1.76,0.83,0.59,40.836356,-73.888361,378.0,367.3333333333333
12X271,2.0,5.0,10.0,3.0,3.0,0.31,1.12,1.82,0.79,0.51,40.836356,-73.888361,378.0,367.3333333333333
12X271,1.0,11.0,13.0,8.0,3.0,0.28,1.11,1.74,0.75,0.53,40.836356,-73.888361,378.0,367.3333333333333
24Q560,0.0,1.0,1.0,1.0,0.0,0.31,1.12,1.82,0.79,0.51,40.742839000000004,-73.936782,447.0,443.3333333333333
24Q560,0.0,2.0,0.0,2.0,0.0,0.28,1.11,1.74,0.75,0.53,40.742839000000004,-73.936782,447.0,443.3333333333333
